event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Men 110,CHEPIS Antoine,95.68,100.0,103.0,-106.0,138.0,143.0,-146.0,103.0,143.0,246.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Men 110,DA CRUZ PINHEIRO Denis manuel,100.28,92.0,96.0,100.0,120.0,126.0,130.0,100.0,130.0,230.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Men >110,MAGDIARZ Clément,111.26,78.0,-82.0,82.0,105.0,-110.0,-110.0,82.0,105.0,187.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 53,POUJADE Alexia,52.3,58.0,-61.0,61.0,70.0,-74.0,74.0,61.0,74.0,135.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 58,RETAILLE Manon,57.0,64.0,67.0,-70.0,84.0,87.0,-90.0,67.0,87.0,154.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 58,ORNELLAS Talitha,55.0,55.0,57.0,-59.0,68.0,-71.0,71.0,57.0,71.0,128.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 63,MICHEL Maelyn,63.0,-93.0,93.0,-97.0,108.0,112.0,-116.0,93.0,112.0,205.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 63,COHEN Alice,59.2,55.0,58.0,-61.0,65.0,-69.0,69.0,58.0,69.0,127.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 69,DUMONT Emilie,65.9,-74.0,74.0,-78.0,94.0,-98.0,-98.0,74.0,94.0,168.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 69,CHESNAIS Pauline,63.4,63.0,-66.0,66.0,80.0,85.0,-90.0,66.0,85.0,151.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 69,CHILLARON-PEREZ Lou-anne,65.1,63.0,-66.0,67.0,80.0,84.0,-88.0,67.0,84.0,151.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 69,LAUV Pauline,65.5,64.0,-67.0,67.0,80.0,-85.0,-85.0,67.0,80.0,147.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 69,BUFFET Milene,68.3,-62.0,-62.0,63.0,70.0,74.0,77.0,63.0,77.0,140.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 69,BAGOT Sarah,65.1,54.0,-57.0,-57.0,-68.0,-68.0,68.0,54.0,68.0,122.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 77,MURER Carla,69.3,75.0,-78.0,78.0,91.0,95.0,-98.0,78.0,95.0,173.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 77,GENIN Marie,70.0,-60.0,-60.0,60.0,80.0,84.0,-87.0,60.0,84.0,144.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 77,PACHOLAK Wendy,69.3,-60.0,60.0,-63.0,76.0,79.0,81.0,60.0,81.0,141.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 86,BOUA Lisa,80.5,77.0,80.0,84.0,94.0,98.0,-101.0,84.0,98.0,182.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 53,POUJADE Alexia,52.3,58.0,-61.0,61.0,70.0,-74.0,74.0,61.0,74.0,135.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 58,RETAILLE Manon,57.0,64.0,67.0,-70.0,84.0,87.0,-90.0,67.0,87.0,154.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 58,ORNELLAS Talitha,55.0,55.0,57.0,-59.0,68.0,-71.0,71.0,57.0,71.0,128.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 63,MICHEL Maelyn,63.0,-93.0,93.0,-97.0,108.0,112.0,-116.0,93.0,112.0,205.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 63,COHEN Alice,59.2,55.0,58.0,-61.0,65.0,-69.0,69.0,58.0,69.0,127.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 69,DUMONT Emilie,65.9,-74.0,74.0,-78.0,94.0,-98.0,-98.0,74.0,94.0,168.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 69,CHESNAIS Pauline,63.4,63.0,-66.0,66.0,80.0,85.0,-90.0,66.0,85.0,151.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 69,CHILLARON-PEREZ Lou-anne,65.1,63.0,-66.0,67.0,80.0,84.0,-88.0,67.0,84.0,151.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 69,LAUV Pauline,65.5,64.0,-67.0,67.0,80.0,-85.0,-85.0,67.0,80.0,147.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 69,BUFFET Milene,68.3,-62.0,-62.0,63.0,70.0,74.0,77.0,63.0,77.0,140.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 69,BAGOT Sarah,65.1,54.0,-57.0,-57.0,-68.0,-68.0,68.0,54.0,68.0,122.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 77,MURER Carla,69.3,75.0,-78.0,78.0,91.0,95.0,-98.0,78.0,95.0,173.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 77,GENIN Marie,70.0,-60.0,-60.0,60.0,80.0,84.0,-87.0,60.0,84.0,144.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 77,PACHOLAK Wendy,69.3,-60.0,60.0,-63.0,76.0,79.0,81.0,60.0,81.0,141.0
NAQ - NAT 1 - St Médard - 1er Tour - St Médard / Comines / Monteux,2025-10-18,SEN Women 86,BOUA Lisa,80.5,77.0,80.0,84.0,94.0,98.0,-101.0,84.0,98.0,182.0
